PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
293,1,3,"Thompson, Miss. Sharon",female,42.1,0,0,A/5 537361,32.4837,C85,S
294,1,3,"Miller, Ms. Donna",female,26.7,0,0,C.A. 198509,8.188,C22,C
295,0,3,"Rodriguez, Ms. Michelle",female,21.5,0,0,A/5 612344,24.1508,E31,C
296,1,3,"Wright, Ms. Sandra",female,29.3,0,0,190934,12.3022,D33,S
297,0,3,"Baker, Mrs. Brenda",female,18.6,1,0,S.C./A.4. 390737,11.352,C52,S
298,0,3,"Green, Mr. Jacob",male,,1,0,W./C. 556575,12.433,,C
299,0,2,"Perez, Master. Thomas",male,6.7,0,0,STON/O2. 512265,20.6357,B28,S
300,0,1,"Moore, Rev. James",male,13.5,1,1,PC 645328,105.3499,D17,S
301,0,3,"Williams, Mrs. Deborah",female,71.5,1,0,A/5 710621,4.0179,C22,S
302,1,2,"Miller, Mrs. Donna",female,,1,0,C.A. 479073,38.0246,E36,S
303,1,2,"Young, Miss. Sarah",female,73.5,0,0,PC 222449,38.2994,E33,S
304,0,3,"Harris, Mr. George",male,4.8,5,0,A/5 51578,23.6268,D15,S
305,0,3,"Walker, Dr. Stephen",male,1.7,0,0,284091,21.712,F33,S
306,1,1,"Jackson, Mr. Nicholas",male,,0,0,212469,91.344,D15,S
307,0,3,"Wilson, Rev. Stephen",male,2.0,0,0,SOTON/OQ 157389,31.0542,E10,S
308,0,3,"Robinson, Master. Steven",male,1.8,0,0,C.A. 378712,26.8256,C65,S
309,0,3,"Smith, Mr. Richard",male,,0,0,C.A. 922148,24.8657,C85,C
310,0,3,"Sanchez, Rev. Joseph",male,68.2,1,0,PC 119548,7.6898,,Q
311,0,3,"Nguyen, Rev. Richard",male,49.3,1,0,PC 507545,30.2234,A10,C
312,1,3,"Taylor, Mrs. Jennifer",female,42.5,1,0,SC/Paris 703382,28.8719,E12,S
313,0,2,"Walker, Master. Jason",male,11.8,0,5,A/5 13210,34.3095,A20,S
314,1,3,"Jones, Mrs. Amy",female,23.0,0,0,W./C. 423866,27.2692,,S
315,0,2,"Lewis, Miss. Elizabeth",female,2.4,0,0,1177,42.34,E36,Q
316,1,3,"Wilson, Ms. Angela",female,66.2,1,1,S.C./A.4. 588360,25.8481,E36,S
317,1,3,"Miller, Mrs. Laura",female,66.6,4,0,393052,23.9799,,C
318,1,3,"Mitchell, Ms. Sarah",female,15.8,2,0,SOTON/OQ 865607,26.2486,G6,S
319,0,3,"Baker, Ms. Jennifer",female,53.0,3,0,SOTON/OQ 5548,19.0684,,S
320,0,3,"Allen, Miss. Emma",female,14.7,1,0,S.C./A.4. 529597,29.1078,D15,Q
321,0,3,"Perez, Rev. Paul",male,,0,0,314433,28.0119,E25,C
322,0,3,"Flores, Master. Matthew",male,2.3,1,4,PC 529370,19.4153,E46,S
323,0,3,"Nguyen, Rev. Brian",male,60.1,1,0,W./C. 848568,4.2652,,S
324,0,2,"Gonzalez, Mr. Michael",male,55.0,0,0,C.A. 214910,39.1581,,S
325,0,3,"Baker, Ms. Susan",female,45.3,0,1,C.A. 727596,22.9045,C93,S
326,1,3,"Smith, Mrs. Brenda",female,69.0,0,0,S.C./A.4. 792787,20.7278,E36,S
327,1,3,"Lopez, Rev. Andrew",male,59.1,0,0,C.A. 584635,11.4573,A20,S
328,1,3,"Robinson, Miss. Mary",female,,0,0,C.A. 515379,26.4914,E25,S
329,0,3,"Lopez, Mrs. Shirley",female,,0,0,S.C./A.4. 232942,29.1651,F2,S
330,1,3,"Carter, Mrs. Emily",female,60.4,0,0,S.C./A.4. 468315,10.7739,E50,S
331,0,3,"Harris, Dr. Robert",male,43.7,0,2,S.C./A.4. 540292,26.8606,D20,S
332,1,1,"Allen, Miss. Betty",female,62.1,0,0,SC/Paris 703897,141.5343,B49,C
333,0,3,"Wright, Mrs. Susan",female,35.4,1,0,PC 25906,17.0338,C78,S
334,0,3,"Taylor, Master. Michael",male,4.0,0,0,W./C. 332773,4.3831,F4,S
335,1,3,"Carter, Mr. Brandon",male,29.3,0,0,C.A. 637030,6.374,D20,S
336,0,1,"Wright, Master. Jacob",male,12.0,0,0,C.A. 711189,189.1136,E50,S
337,0,1,"Davis, Master. Stephen",male,7.9,0,0,S.C./A.4. 223022,101.4586,E50,C
338,0,3,"Anderson, Master. Christopher",male,,0,0,A/5 893744,25.3798,E25,S
339,0,1,"Taylor, Mr. Andrew",male,27.1,0,0,STON/O2. 299987,139.6865,B35,S
340,1,2,"Nelson, Ms. Carol",female,29.8,0,0,A/5 329429,16.8317,B51,S
341,1,3,"Rodriguez, Miss. Kimberly",female,36.2,1,0,STON/O2. 185308,22.3628,,C
342,0,3,"Taylor, Master. Jonathan",male,12.5,1,0,W./C. 807564,20.775,,S
343,1,1,"Sanchez, Miss. Karen",female,24.0,0,0,W./C. 382540,118.0005,F2,S
344,0,1,"Lewis, Master. Nicholas",male,12.3,0,0,S.C./A.4. 43383,65.6378,D36,S
345,0,3,"Williams, Mrs. Melissa",female,31.7,2,2,A/5 681027,13.1684,G6,Q
346,1,3,"Wright, Ms. Dorothy",female,47.4,1,0,C.A. 395609,31.7185,B51,S
347,1,3,"Walker, Miss. Amanda",female,35.8,0,0,C.A. 222791,8.1969,A20,S
348,0,3,"Perez, Rev. Mark",male,17.6,0,1,A/5 256506,5.1339,E31,S
349,1,1,"Torres, Mr. Nicholas",male,41.8,0,3,A/5 922183,158.1723,F2,C
350,0,3,"Hill, Rev. Anthony",male,,1,0,PC 654484,22.766,C23,S
351,1,1,"Nguyen, Ms. Cynthia",female,,0,0,718611,102.7781,A16,S
352,1,3,"Wright, Mr. Jacob",male,11.3,0,1,W./C. 548403,15.9316,,S
353,1,2,"Roberts, Miss. Sandra",female,61.2,1,0,PC 267881,26.9942,B51,Q
354,0,1,"Taylor, Rev. Andrew",male,46.7,0,0,SC/Paris 722175,173.8323,D15,S
355,0,3,"Taylor, Dr. Jason",male,22.8,1,0,W./C. 579923,26.3163,D33,S
356,1,2,"Torres, Miss. Dorothy",female,68.5,0,0,SOTON/OQ 822149,36.7697,A20,S
357,0,3,"Flores, Ms. Carol",female,,4,0,STON/O2. 864245,8.0564,E36,S
358,1,1,"White, Master. Steven",male,13.8,0,0,A/5 992654,168.1628,B28,S
359,0,3,"Nelson, Mrs. Mary",female,,1,0,SC/Paris 646073,8.7472,,S
360,0,3,"Moore, Mr. Christopher",male,47.3,0,0,STON/O2. 964827,6.4787,C52,C
361,1,3,"Anderson, Miss. Amanda",female,46.4,0,0,STON/O2. 586766,5.9702,C52,S
362,0,3,"Wright, Dr. Nicholas",male,77.3,0,1,S.C./A.4. 814274,17.0231,D26,C
363,0,1,"Taylor, Mr. Jacob",male,54.5,0,0,S.C./A.4. 542593,124.1885,F33,C
364,0,3,"Sanchez, Mr. Andrew",male,,2,0,S.C./A.4. 230183,29.4774,C46,S
365,0,3,"Thomas, Master. Gary",male,3.2,0,0,PC 817776,6.9513,,S
366,0,3,"Carter, Mrs. Helen",female,30.3,0,2,C.A. 515646,9.1301,E10,S
367,0,3,"Brown, Master. Larry",male,0.9,0,1,PC 480404,31.8281,F33,S
368,1,1,"Baker, Mrs. Mary",female,49.4,0,0,SC/Paris 283495,112.3046,E44,S
369,0,2,"Wilson, Rev. Gary",male,32.6,0,0,SC/Paris 854740,10.3943,C46,C
370,0,3,"Martinez, Mrs. Deborah",female,1.8,0,0,560921,24.508,D36,S
371,1,1,"Hall, Mr. Ronald",male,67.3,0,0,C.A. 379496,91.7847,E25,Q
372,1,1,"Clark, Mrs. Amanda",female,16.7,0,0,PC 819213,77.7957,C65,S
373,1,3,"Harris, Mrs. Laura",female,69.6,0,2,W./C. 662938,21.4121,D10,C
374,1,1,"Perez, Master. David",male,4.1,0,0,SOTON/OQ 819910,184.6466,C85,C
375,1,3,"Lopez, Mrs. Rebecca",female,20.9,1,0,SC/Paris 176018,15.2555,,S
376,0,3,"Johnson, Mrs. Brenda",female,9.2,0,0,W./C. 325398,10.4596,C52,S
377,1,1,"Johnson, Master. Thomas",male,12.2,0,1,C.A. 576191,107.4073,F33,S
378,0,3,"King, Miss. Pamela",female,39.1,0,0,C.A. 384551,15.689,A16,S
379,0,2,"Thompson, Master. Eric",male,7.1,1,0,W./C. 837726,18.8886,B51,C
380,1,2,"Scott, Miss. Betty",female,52.0,1,0,STON/O2. 443750,33.5142,E12,C
381,1,3,"Mitchell, Ms. Emily",female,,0,0,STON/O2. 668830,16.9228,D20,S
382,1,1,"Johnson, Miss. Betty",female,,4,0,PC 750937,106.2194,,S
383,0,2,"Wilson, Rev. James",male,79.8,0,1,S.C./A.4. 85120,43.116,A16,S
384,1,1,"Walker, Ms. Barbara",female,31.1,0,4,SC/Paris 404489,167.7224,D20,S
385,0,3,"Mitchell, Rev. Matthew",male,38.4,1,0,S.C./A.4. 167316,21.8941,,C
386,0,2,"Green, Rev. Steven",male,,0,4,SC/Paris 664653,25.1031,,S
387,1,3,"Sanchez, Mrs. Emma",female,,1,0,PC 390439,25.9448,C22,S
388,1,3,"Carter, Dr. Brandon",male,56.4,1,0,SC/Paris 333125,31.9759,E50,C
389,1,2,"Hall, Mrs. Betty",female,4.1,1,0,731897,27.564,E31,S
390,1,2,"Robinson, Ms. Michelle",female,44.8,0,0,C.A. 860222,17.5874,C85,S
391,0,3,"Flores, Mrs. Nancy",female,58.0,0,0,W./C. 200092,18.8884,D36,C
392,0,2,"Lee, Dr. Brandon",male,,0,0,PC 188316,44.4337,B35,S
393,0,3,"Torres, Mr. Richard",male,50.3,0,0,SC/Paris 636388,24.4304,,Q
394,1,3,"Robinson, Mr. Gary",male,75.1,0,0,A/5 864652,21.5443,E12,S
395,1,3,"Wilson, Mr. Joshua",male,43.0,0,0,SC/Paris 598717,21.7843,B28,S
396,1,2,"Torres, Ms. Susan",female,70.7,0,0,W./C. 530208,20.8506,A20,S
397,1,3,"Scott, Miss. Amanda",female,61.4,0,0,SC/Paris 591500,19.5049,C93,C
398,1,3,"Lewis, Miss. Melissa",female,,0,0,PC 934572,12.5327,C54,Q
399,0,3,"Roberts, Mr. Kenneth",male,44.7,0,2,PC 99867,4.9793,C82,S
400,1,1,"Thomas, Ms. Melissa",female,,0,2,STON/O2. 759729,85.2031,D33,S
401,0,3,"Williams, Dr. Scott",male,,0,1,S.C./A.4. 923529,27.2703,D15,Q
402,0,3,"Green, Mr. Mark",male,4.3,0,0,732663,10.2148,,S
403,1,3,"Torres, Ms. Laura",female,32.2,0,0,A/5 575779,15.3169,,S
404,1,3,"Walker, Mrs. Sarah",female,16.5,0,0,SC/Paris 255085,5.949,D17,S
405,0,2,"Ramirez, Rev. Joseph",male,52.8,1,0,S.C./A.4. 647154,42.1497,D20,S
406,1,3,"Gonzalez, Mrs. Jennifer",female,7.8,1,0,PC 911952,27.7079,C52,S
407,1,1,"Walker, Rev. Joshua",male,17.1,0,0,SOTON/OQ 654306,160.0899,A16,S
408,1,1,"Taylor, Mr. Timothy",male,49.8,0,0,A/5 70832,97.0216,C46,S
409,0,3,"Jackson, Mrs. Susan",female,31.1,4,0,S.C./A.4. 509205,28.6897,E24,S
410,1,3,"Scott, Rev. Nicholas",male,42.8,0,0,PC 20264,13.8179,C82,S
411,0,3,"Moore, Ms. Ashley",female,71.3,1,0,996220,11.9135,A16,S
412,0,2,"Campbell, Mrs. Sarah",female,50.4,0,0,PC 448180,48.7036,E36,S
413,0,3,"Nguyen, Master. Anthony",male,4.7,1,0,PC 451955,32.3766,A16,S
414,0,3,"Scott, Mr. Kenneth",male,,1,0,A/5 803616,13.0145,D15,Q
415,1,3,"Green, Ms. Laura",female,9.4,0,1,C.A. 636022,20.1174,B51,S
416,0,3,"Garcia, Dr. John",male,48.8,1,0,W./C. 516318,17.452,A20,S
417,0,3,"Moore, Mr. Edward",male,17.0,0,0,SOTON/OQ 910250,21.5479,F33,S
418,0,3,"Sanchez, Miss. Ashley",female,57.9,0,2,551744,22.2439,G6,C
419,0,3,"Williams, Rev. Jeffrey",male,78.7,0,0,A/5 200072,12.2277,D10,C
420,1,2,"Ramirez, Mrs. Cynthia",female,72.4,0,0,STON/O2. 758750,28.0289,B28,C
421,0,3,"Lee, Rev. Ronald",male,57.3,0,0,C.A. 340817,23.6831,G6,C
422,0,2,"Rivera, Mr. David",male,31.3,1,0,PC 398073,30.2152,,C
423,1,1,"Martinez, Ms. Pamela",female,5.1,0,0,SOTON/OQ 303808,140.9685,A10,C
424,0,3,"Smith, Dr. James",male,1.5,1,0,SOTON/OQ 476779,15.6303,,S
425,0,3,"Flores, Dr. Donald",male,15.6,0,0,PC 896304,4.8276,E31,C
426,0,1,"Brown, Mrs. Carol",female,,0,0,187037,203.771,E33,S
427,0,2,"Lee, Dr. David",male,,0,0,C.A. 494687,11.92,F33,C
428,1,1,"King, Miss. Shirley",female,,0,4,92928,114.5809,F33,S
429,1,2,"Lee, Ms. Sharon",female,74.2,0,0,SOTON/OQ 517428,41.5511,E44,S
430,1,1,"Davis, Mrs. Betty",female,,1,1,W./C. 435153,33.607,C82,S
431,0,2,"Hall, Master. James",male,7.3,0,0,S.C./A.4. 358943,23.4262,E31,S
432,0,3,"Perez, Master. Daniel",male,6.9,0,0,PC 658667,17.0737,E24,C
433,1,3,"Brown, Ms. Rebecca",female,25.9,0,0,S.C./A.4. 839373,30.1029,C82,S
434,0,3,"Perez, Mr. Paul",male,46.1,0,0,C.A. 740525,28.4336,G6,S
435,1,2,"Thomas, Miss. Elizabeth",female,42.5,0,0,A/5 816572,14.8923,,S
436,0,2,"Gonzalez, Master. Jacob",male,4.7,0,1,STON/O2. 863074,49.22,E12,S
437,0,2,"Robinson, Mr. Anthony",male,,0,0,STON/O2. 350479,26.5425,,S
438,1,2,"Carter, Ms. Patricia",female,16.2,0,0,SOTON/OQ 704724,11.1766,A16,S
439,0,3,"Wilson, Mr. James",male,75.5,1,0,PC 75703,12.8054,C78,S
440,1,3,"Walker, Mr. Thomas",male,7.8,0,0,SOTON/OQ 647253,14.0709,C78,C
441,0,3,"Garcia, Master. Ryan",male,6.7,1,0,SOTON/OQ 494403,10.5265,B51,S
442,0,3,"Lopez, Miss. Melissa",female,70.7,0,0,SOTON/OQ 119370,13.9512,D26,C
443,1,1,"Torres, Ms. Amanda",female,63.9,0,0,C.A. 559624,110.3882,E33,S
444,0,2,"Walker, Master. Stephen",male,8.5,1,0,S.C./A.4. 571977,36.5419,B28,S
445,0,3,"Davis, Rev. Larry",male,65.9,0,2,STON/O2. 628320,7.0101,E36,C
446,1,3,"Adams, Miss. Michelle",female,71.1,1,0,A/5 794853,8.0963,A16,S
447,1,2,"Torres, Ms. Deborah",female,24.7,1,0,W./C. 753658,49.2335,C82,Q
448,1,3,"Rodriguez, Rev. Brandon",male,77.5,0,0,S.C./A.4. 116027,28.5317,,S
449,1,2,"Harris, Ms. Michelle",female,14.7,0,0,S.C./A.4. 881764,24.3584,C52,Q
450,0,3,"Jones, Mr. Thomas",male,53.0,4,0,PC 674440,26.9499,D26,C
451,0,3,"Robinson, Mrs. Helen",female,29.1,0,0,SOTON/OQ 888938,24.8041,G6,S
452,1,1,"White, Ms. Anna",female,30.1,0,3,STON/O2. 149989,160.1383,E12,Q
453,0,3,"Garcia, Ms. Cynthia",female,50.8,0,0,837866,20.4774,E44,S
454,0,3,"Walker, Mrs. Anna",female,27.2,0,4,C.A. 304257,8.6907,F33,Q
455,0,3,"Brown, Miss. Pamela",female,52.8,0,0,A/5 301748,17.7641,A14,S
456,1,2,"Flores, Mrs. Dorothy",female,,0,0,PC 692174,25.6527,B28,S
457,0,3,"King, Master. Gary",male,,0,2,PC 879302,18.0841,D15,C
458,0,3,"Wilson, Master. Jeffrey",male,,0,1,A/5 176741,17.1708,D33,S
459,0,2,"Walker, Rev. Timothy",male,23.8,1,0,S.C./A.4. 557011,36.0466,,S
460,1,3,"Adams, Ms. Sharon",female,8.8,0,0,SC/Paris 770983,23.116,B35,S
461,1,1,"Baker, Mr. Kenneth",male,42.5,1,0,C.A. 265132,60.8811,,S
462,0,3,"Hill, Master. Scott",male,,1,0,PC 940525,7.0702,B28,S
463,1,3,"Robinson, Ms. Barbara",female,72.4,1,0,PC 819656,6.0163,,S
464,1,1,"Taylor, Miss. Linda",female,16.9,0,0,STON/O2. 151861,125.1088,D17,S
465,1,1,"Miller, Dr. Jeffrey",male,62.4,0,0,A/5 979209,32.192,C93,S
466,0,3,"Smith, Ms. Stephanie",female,35.4,1,1,STON/O2. 567366,10.3592,C93,Q
467,1,3,"Wright, Ms. Jessica",female,32.6,0,2,STON/O2. 384102,19.1903,C78,S
468,1,1,"Gonzalez, Ms. Emily",female,16.1,1,2,S.C./A.4. 511135,40.8826,E46,S
469,0,1,"Gonzalez, Mr. Thomas",male,31.7,1,0,SOTON/OQ 560876,203.5235,D20,Q
470,0,2,"Brown, Dr. Robert",male,17.7,0,0,157189,38.6063,B51,Q
471,0,1,"Adams, Rev. Charles",male,20.2,0,0,A/5 949607,81.9959,,S
472,0,1,"Miller, Mr. Justin",male,6.0,0,0,W./C. 340984,47.5243,F4,S
473,1,1,"Carter, Master. Kenneth",male,,0,0,PC 731119,93.5626,A20,S
474,0,3,"Green, Mr. Thomas",male,,0,0,PC 972124,6.4494,E50,S
475,1,3,"Roberts, Ms. Rebecca",female,,0,0,SC/Paris 984658,8.8921,F33,S
476,0,3,"Green, Mr. Gary",male,45.1,0,5,STON/O2. 649985,14.2504,E24,S
477,1,1,"Brown, Miss. Margaret",female,77.5,0,0,A/5 57652,144.3703,C52,S
478,1,3,"Carter, Ms. Carol",female,,0,0,A/5 509623,18.6262,,C
479,1,2,"Lee, Ms. Emma",female,19.2,0,0,SC/Paris 774584,24.1542,B35,S
480,0,3,"Nguyen, Rev. William",male,,2,0,W./C. 392627,7.8012,B35,S
481,1,1,"Rodriguez, Miss. Betty",female,9.8,0,0,S.C./A.4. 231533,189.0084,E36,S
482,0,2,"Garcia, Master. Larry",male,3.4,0,0,A/5 766479,24.8369,C22,S
483,0,3,"Nguyen, Mrs. Emma",female,34.0,0,6,36253,16.075,D10,S
484,0,1,"Thomas, Rev. Jeffrey",male,33.1,0,0,SC/Paris 680099,209.8063,,S
485,0,3,"Robinson, Ms. Lisa",female,,0,1,W./C. 194929,26.49,C85,S
486,1,2,"Hall, Rev. William",male,22.3,3,0,SC/Paris 826954,36.1253,E44,C
487,1,1,"Brown, Dr. Nicholas",male,29.9,0,0,STON/O2. 588997,156.2855,B49,S
488,0,3,"Davis, Ms. Ashley",female,69.8,1,0,SC/Paris 337030,13.9876,C46,S
489,1,2,"Jones, Mrs. Kimberly",female,66.5,0,0,944142,18.8596,E44,S
490,0,1,"Garcia, Rev. Matthew",male,76.6,0,0,PC 521438,53.012,B49,S
491,0,3,"Baker, Rev. Andrew",male,36.1,0,0,STON/O2. 24107,28.8333,B51,C
492,0,3,"Perez, Ms. Rebecca",female,53.6,0,0,SOTON/OQ 319853,20.1234,C54,S
493,0,3,"White, Miss. Sandra",female,,0,0,PC 649680,30.3302,G6,S
494,1,1,"Hernandez, Master. Daniel",male,2.2,0,0,742484,31.6105,C65,Q
495,0,3,"Wright, Rev. George",male,,0,2,PC 994828,17.0,C65,S
496,0,3,"Jackson, Miss. Emily",female,53.7,1,0,SOTON/OQ 356136,23.6096,D33,C
497,0,1,"Martin, Mr. Stephen",male,29.2,0,0,SC/Paris 612772,122.485,C46,S
498,1,3,"Baker, Rev. Jonathan",male,16.4,0,0,A/5 953575,22.9695,D10,S
499,1,1,"White, Miss. Melissa",female,36.2,0,0,SOTON/OQ 778548,208.632,D20,S
500,1,3,"Nguyen, Mrs. Rebecca",female,79.1,0,0,W./C. 93744,4.0893,E46,Q
501,0,3,"Robinson, Ms. Nancy",female,,0,0,515416,5.1079,C54,C
502,1,3,"Mitchell, Ms. Amy",female,,0,2,SOTON/OQ 131208,22.5991,C52,S
503,1,3,"Davis, Mrs. Ashley",female,48.3,0,0,W./C. 911526,11.2763,F4,S
504,1,1,"Taylor, Mr. George",male,70.4,0,0,C.A. 379707,102.7262,C82,S
505,0,3,"Jones, Ms. Shirley",female,,0,0,339277,28.8519,F4,C
506,0,3,"Wright, Mrs. Melissa",female,,0,0,SOTON/OQ 433007,13.633,A20,S
507,0,3,"Gonzalez, Master. Nicholas",male,13.4,1,0,STON/O2. 438619,17.0701,,S
508,0,2,"Thompson, Rev. John",male,71.3,0,1,S.C./A.4. 181572,37.2354,,C
509,1,1,"Hall, Master. Mark",male,,0,0,STON/O2. 82511,28.6754,D33,C
510,0,3,"Williams, Mr. Matthew",male,,0,0,STON/O2. 317298,22.993,,C
511,1,3,"Lopez, Master. Justin",male,,1,0,S.C./A.4. 370311,8.4919,E10,C
512,0,3,"Miller, Mr. Nicholas",male,57.5,4,0,5539,31.7444,,Q
513,1,1,"Nguyen, Ms. Melissa",female,,1,5,W./C. 225682,120.2336,D15,S
514,1,3,"Davis, Miss. Jessica",female,23.8,1,0,SOTON/OQ 122343,14.9047,D26,S
515,0,2,"Scott, Mrs. Laura",female,68.7,1,1,S.C./A.4. 189006,6.5626,F4,S
516,1,3,"King, Rev. Ronald",male,,0,0,STON/O2. 778447,30.3633,A20,S
517,0,3,"Hill, Master. Kevin",male,6.2,0,1,C.A. 794041,26.4795,E50,Q
518,0,3,"Hill, Ms. Kathleen",female,12.6,0,0,SOTON/OQ 522429,10.5015,A14,S
519,1,1,"Baker, Rev. William",male,26.8,0,0,STON/O2. 694193,164.0975,D36,C
520,0,3,"Young, Rev. Andrew",male,43.7,0,1,W./C. 923878,30.0673,C93,S
521,1,1,"Williams, Miss. Laura",female,24.9,1,0,PC 328637,157.4656,D36,C
522,1,3,"Wright, Ms. Brenda",female,41.0,0,0,W./C. 647908,23.2476,C52,S
523,0,3,"Rodriguez, Mr. Justin",male,3.1,1,0,STON/O2. 449945,13.7711,C82,S
524,0,3,"Thomas, Master. Donald",male,1.4,0,0,A/5 565570,13.2269,D26,S
525,1,2,"Clark, Ms. Pamela",female,78.9,0,0,STON/O2. 848591,27.4878,F33,S
526,1,3,"Carter, Ms. Amy",female,77.6,0,0,STON/O2. 882202,28.2196,B49,S
527,0,3,"Anderson, Rev. Joshua",male,46.7,0,0,499355,16.1152,C82,C
528,1,3,"Ramirez, Miss. Angela",female,20.8,0,0,190373,29.0936,E46,S
529,0,3,"Wilson, Rev. Larry",male,22.2,0,1,W./C. 981036,20.0909,E46,S
530,0,2,"Martinez, Rev. George",male,67.7,0,1,STON/O2. 665721,14.9566,D15,S
531,1,3,"Baker, Miss. Lisa",female,,0,0,C.A. 487706,17.7819,D17,S
532,1,1,"Moore, Master. Matthew",male,9.4,0,1,SOTON/OQ 821231,28.8791,,S
533,0,3,"White, Miss. Barbara",female,67.3,1,0,979253,7.3504,F2,C
534,0,3,"Thomas, Mrs. Amy",female,66.8,1,1,SC/Paris 981942,15.9941,A16,S
535,0,2,"Clark, Rev. Paul",male,30.6,3,0,W./C. 498920,36.0405,C46,C
536,0,2,"Rivera, Rev. George",male,72.5,0,0,A/5 725233,46.3681,F2,S
537,1,2,"Hall, Ms. Donna",female,,1,1,W./C. 9248,46.0307,D10,Q
538,1,1,"Carter, Mrs. Donna",female,73.4,0,1,W./C. 828659,31.4613,,C
539,1,3,"Clark, Ms. Kathleen",female,73.6,0,0,C.A. 531930,5.7981,D15,S
540,0,3,"Johnson, Ms. Cynthia",female,,0,0,A/5 421124,9.6222,C54,S
541,0,3,"Thomas, Master. Joseph",male,10.8,1,0,S.C./A.4. 474421,17.5813,A14,S
542,1,2,"Garcia, Mrs. Emily",female,75.6,1,0,A/5 968953,30.5753,E44,S
543,0,3,"Taylor, Master. Ryan",male,6.3,0,0,S.C./A.4. 179386,30.9912,A10,S
544,1,1,"Young, Ms. Cynthia",female,,1,1,C.A. 783702,116.5223,A14,S
545,0,3,"Jackson, Master. Scott",male,,1,0,C.A. 247924,21.5657,C22,S
546,1,1,"Walker, Mrs. Elizabeth",female,55.3,1,0,C.A. 77604,42.8076,,S
547,0,3,"Hill, Dr. Jacob",male,60.1,0,0,W./C. 318201,31.8572,F2,S
548,0,1,"Taylor, Master. Justin",male,6.8,0,0,W./C. 149683,73.323,C65,S
549,0,2,"Mitchell, Dr. Gary",male,21.8,1,2,329215,25.1741,A20,S
550,1,3,"Nelson, Ms. Karen",female,,0,0,SOTON/OQ 273864,8.5777,D26,S
551,0,3,"Thompson, Miss. Jennifer",female,9.9,1,0,S.C./A.4. 99123,9.7268,C52,S
552,0,3,"Torres, Dr. Nicholas",male,77.8,0,0,W./C. 966123,6.0975,D36,S
553,1,3,"Baker, Miss. Patricia",female,74.4,0,0,A/5 86000,17.0627,G6,S
554,1,1,"Nelson, Ms. Kimberly",female,76.1,0,0,PC 222634,184.7339,E50,S
555,0,2,"Garcia, Rev. William",male,69.4,0,1,PC 408374,40.2977,C52,S
556,0,3,"Young, Dr. Joseph",male,72.4,0,0,STON/O2. 873470,14.4093,B35,S
557,1,3,"Torres, Miss. Kathleen",female,30.1,0,0,STON/O2. 43402,18.5816,D26,S
558,1,3,"Jackson, Mr. Gary",male,24.7,5,0,C.A. 883416,11.0115,D17,S
559,0,3,"Williams, Mr. Stephen",male,37.7,1,1,S.C./A.4. 268240,20.6472,E10,S
560,1,1,"Sanchez, Mrs. Nancy",female,25.8,1,0,SOTON/OQ 655112,174.4877,C78,Q
561,0,3,"Garcia, Master. Anthony",male,1.9,0,0,STON/O2. 14950,8.8116,D33,S
562,1,2,"Young, Ms. Nicole",female,55.6,4,0,C.A. 92892,11.5039,,S
563,0,3,"Wilson, Mr. Matthew",male,67.5,1,0,STON/O2. 316535,25.914,A16,S
564,0,3,"Martinez, Master. Joseph",male,0.8,0,0,C.A. 598091,27.6223,D10,S
565,0,3,"Clark, Rev. Richard",male,44.8,0,0,SOTON/OQ 539292,20.8037,E44,Q
566,1,3,"Brown, Ms. Sandra",female,6.0,1,0,SOTON/OQ 123621,18.051,E50,S
567,1,3,"Jackson, Mrs. Patricia",female,41.1,0,0,SOTON/OQ 138529,29.1588,G6,S
568,1,3,"Hernandez, Miss. Melissa",female,53.7,0,0,SOTON/OQ 106805,26.5936,D36,S
569,0,2,"Johnson, Mr. Stephen",male,14.8,1,0,STON/O2. 355140,24.9473,E44,S
570,0,3,"Perez, Dr. Gary",male,45.0,1,1,634643,23.0473,G6,S
571,0,3,"Miller, Mrs. Cynthia",female,9.0,0,0,PC 661525,7.2765,B49,Q
572,0,3,"Carter, Rev. Andrew",male,,0,0,PC 129957,28.1698,D20,Q
573,0,2,"Perez, Rev. Donald",male,57.5,0,0,SC/Paris 159975,39.1411,E12,S
574,0,3,"Clark, Rev. Thomas",male,41.8,1,2,SOTON/OQ 153656,25.9263,G6,C
575,0,2,"Lee, Dr. David",male,32.1,0,2,PC 947351,31.2805,E46,Q
576,0,3,"Baker, Miss. Rebecca",female,25.8,0,1,641051,30.2249,F33,S
577,0,2,"Hall, Rev. Jonathan",male,62.3,1,0,351741,23.1597,A14,S
578,0,3,"Allen, Mrs. Margaret",female,13.6,0,1,C.A. 254063,27.7017,C54,C
579,0,3,"Taylor, Dr. Michael",male,,0,0,C.A. 601241,24.9742,D26,S
580,0,2,"Thompson, Master. Justin",male,8.2,0,0,SC/Paris 111338,20.4253,E33,S
581,0,3,"Martinez, Mrs. Cynthia",female,,0,2,SOTON/OQ 226217,16.6603,C85,S
582,0,3,"King, Ms. Emma",female,51.3,5,0,SOTON/OQ 768260,31.7356,A20,S
583,0,3,"Rodriguez, Rev. Gary",male,55.9,0,0,PC 990928,19.8882,A10,S
584,1,3,"White, Mrs. Jessica",female,,0,6,C.A. 309261,17.7975,A16,S
